[-240.0, 0.0, -62, -64, -49, -47, -45, -41]
[-240.0, 0.0, -63, -65, -50, -47, -46, -41]
[-240.0, 0.0, -64, -65, -50, -47, -46, -41]
[-240.0, 0.0, -64, -64, -51, -46, -47, -44]
[-240.0, 0.0, -64, -65, -51, -47, -45, -44]
[-240.0, 0.0, -63, -63, -52, -52, -45, -40]
[-240.0, 0.0, -63, -63, -51, -48, -43, -42]
[-240.0, 0.0, -64, -61, -51, -48, -44, -42]
[-240.0, 0.0, -64, -62, -51, -49, -43, -42]
[-240.0, 0.0, -65, -61, -50, -48, -45, -42]
[-240.0, 0.0, -63, -62, -50, -48, -43, -42]
[-240.0, 0.0, -63, -63, -51, -49, -44, -42]
[-240.0, 0.0, -64, -64, -52, -50, -45, -42]
[-360.0, 0.0, -59, -59, -52, -56, -48, -45]
[-360.0, 0.0, -60, -60, -53, -55, -50, -42]
[-360.0, 0.0, -59, -58, -57, -50, -55, -41]
[-360.0, 0.0, -62, -53, -53, -58, -51, -43]
[-360.0, 0.0, -59, -52, -54, -54, -52, -40]
[-360.0, 0.0, -59, -54, -53, -52, -50, -42]
[-360.0, 0.0, -60, -53, -53, -55, -48, -41]
[-360.0, 0.0, -56, -57, -54, -54, -49, -43]
[-360.0, 0.0, -59, -60, -56, -50, -48, -44]
[-360.0, 0.0, -58, -57, -55, -53, -49, -39]
[-360.0, 0.0, -62, -56, -55, -47, -51, -41]
[-360.0, 0.0, -60, -57, -54, -46, -50, -42]
[-360.0, 0.0, -60, -58, -55, -47, -51, -42]
[-360.0, 0.0, -58, -60, -55, -50, -49, -41]
[-360.0, 0.0, -58, -61, -54, -52, -47, -39]
[-360.0, 0.0, -59, -63, -53, -55, -49, -42]
[-360.0, 0.0, -59, -62, -52, -52, -50, -43]
[-360.0, 0.0, -58, -59, -54, -51, -49, -42]
[-360.0, 0.0, -60, -62, -56, -49, -53, -42]
[-360.0, 0.0, -60, -66, -58, -50, -49, -41]
[-360.0, 0.0, -59, -64, -58, -50, -50, -42]
[-360.0, 0.0, -58, -64, -59, -50, -49, -41]
[-360.0, 0.0, -58, -63, -56, -54, -51, -40]
[-360.0, 0.0, -58, -65, -57, -53, -50, -40]
[-360.0, 0.0, -59, -61, -57, -51, -50, -42]
[-360.0, 0.0, -67, -55, -55, -54, -52, -39]
[-360.0, 0.0, -65, -60, -54, -57, -50, -39]
[-360.0, 0.0, -62, -58, -50, -55, -53, -39]
[-360.0, 0.0, -63, -62, -60, -58, -61, -39]
[-360.0, 0.0, -60, -65, -64, -73, -64, -40]
[-360.0, 0.0, -57, -62, -56, -56, -62, -37]
[-360.0, 0.0, -59, -64, -50, -56, -51, -37]
[-360.0, 0.0, -63, -59, -56, -55, -49, -37]
[-360.0, 0.0, -63, -61, -51, -57, -50, -38]
[-360.0, 0.0, -60, -62, -53, -57, -52, -38]
[-360.0, 0.0, -63, -62, -52, -56, -52, -38]
[-360.0, 0.0, -67, -60, -52, -54, -54, -39]
[-360.0, 0.0, -69, -59, -51, -55, -56, -38]
[-360.0, 0.0, -65, -59, -51, -55, -46, -39]
[-360.0, 0.0, -66, -56, -51, -65, -53, -37]
[-360.0, 0.0, -64, -61, -52, -57, -55, -38]
[-360.0, 0.0, -63, -59, -54, -56, -56, -42]
[-360.0, 0.0, -60, -62, -52, -64, -53, -38]
[-360.0, 0.0, -61, -63, -53, -59, -54, -37]
[-360.0, 0.0, -61, -59, -53, -57, -56, -38]
[-360.0, 0.0, -60, -60, -58, -57, -55, -38]
[-360.0, 0.0, -58, -64, -50, -60, -55, -37]
[-360.0, 0.0, -61, -64, -54, -56, -56, -38]
[-360.0, 0.0, -61, -63, -53, -56, -55, -38]
[-360.0, 0.0, -58, -63, -54, -58, -54, -38]
[-360.0, 0.0, -57, -66, -59, -43, -49, -46]
[-360.0, 0.0, -57, -71, -60, -43, -50, -43]
[-360.0, 0.0, -55, -66, -58, -48, -48, -41]
[-360.0, 0.0, -56, -64, -58, -53, -47, -39]
[-360.0, 0.0, -55, -67, -56, -52, -47, -40]
[-360.0, 0.0, -54, -69, -55, -50, -47, -40]
[-360.0, 0.0, -54, -71, -55, -51, -47, -41]
[-360.0, 0.0, -55, -66, -60, -52, -46, -43]
[-360.0, 0.0, -57, -66, -56, -51, -47, -39]
[-360.0, 0.0, -58, -65, -54, -51, -48, -39]
[-360.0, 0.0, -58, -64, -54, -51, -49, -40]
[-360.0, 0.0, -55, -65, -54, -51, -47, -40]
[-360.0, 0.0, -60, -59, -60, -43, -47, -42]
[-360.0, 0.0, -58, -67, -55, -43, -49, -44]
[-360.0, 0.0, -54, -63, -52, -44, -46, -48]
[-360.0, 0.0, -59, -60, -54, -51, -48, -52]
[-360.0, 0.0, -54, -62, -54, -52, -49, -42]
[-360.0, 0.0, -55, -64, -55, -52, -48, -42]
[-360.0, 0.0, -56, -66, -57, -56, -49, -44]
[-360.0, 0.0, -57, -67, -59, -55, -49, -46]
[-360.0, 0.0, -55, -67, -59, -57, -49, -45]
[-360.0, 0.0, -56, -65, -56, -57, -47, -41]
[-360.0, 0.0, -54, -61, -58, -56, -48, -39]
[-360.0, 0.0, -55, -60, -59, -51, -49, -41]
[-360.0, 0.0, -57, -66, -60, -52, -49, -42]
[-360.0, 0.0, -72, -65, -54, -43, -45, -47]
[-360.0, 0.0, -69, -60, -57, -42, -46, -45]
[-360.0, 0.0, -66, -64, -58, -43, -46, -44]
[-360.0, 0.0, -65, -63, -57, -45, -48, -41]
[-360.0, 0.0, -65, -62, -55, -44, -44, -42]
[-360.0, 0.0, -67, -60, -55, -43, -43, -43]
[-360.0, 0.0, -68, -61, -54, -44, -44, -45]
[-360.0, 0.0, -66, -61, -54, -45, -44, -43]
[-360.0, 0.0, -67, -62, -53, -44, -45, -44]
[-360.0, 0.0, -69, -63, -53, -44, -43, -44]
[-360.0, 0.0, -65, -63, -54, -44, -43, -44]
[-360.0, 0.0, -69, -63, -53, -44, -44, -44]
[-360.0, 0.0, -70, -65, -52, -44, -43, -45]
[-360.0, 0.0, -72, -64, -52, -45, -44, -41]
[-360.0, 0.0, -69, -64, -52, -44, -44, -44]
[-360.0, 0.0, -69, -65, -52, -44, -44, -44]
[-360.0, 0.0, -70, -65, -53, -44, -44, -44]
[-360.0, 0.0, -71, -65, -53, -45, -44, -45]
[-360.0, 0.0, -65, -64, -53, -46, -43, -42]
[-360.0, 0.0, -66, -66, -52, -46, -44, -45]
[-360.0, 0.0, -67, -65, -52, -45, -44, -46]
[-360.0, 0.0, -70, -65, -53, -46, -44, -48]
[-360.0, 0.0, -68, -63, -51, -46, -44, -49]
[-360.0, 0.0, -68, -66, -52, -47, -44, -49]
[-360.0, 0.0, -68, -67, -51, -47, -44, -50]
[-480.0, 0.0, -66, -58, -47, -57, -50, -42]
[-480.0, 0.0, -62, -56, -46, -61, -49, -43]
[-480.0, 0.0, -62, -55, -48, -55, -50, -45]
[-480.0, 0.0, -62, -57, -49, -52, -48, -44]
[-480.0, 0.0, -60, -59, -47, -48, -44, -47]
[-480.0, 0.0, -62, -56, -48, -48, -47, -47]
[-480.0, 0.0, -61, -57, -48, -46, -47, -46]
[-480.0, 0.0, -60, -58, -49, -44, -46, -46]
[-480.0, 0.0, -61, -57, -49, -47, -46, -48]
[-480.0, 0.0, -63, -59, -49, -49, -46, -48]
[-480.0, 0.0, -61, -58, -49, -48, -48, -47]
[-480.0, 0.0, -62, -58, -49, -45, -48, -54]
[-480.0, 0.0, -58, -58, -45, -47, -47, -52]
[-480.0, 0.0, -57, -59, -49, -44, -49, -48]
[-480.0, 0.0, -58, -62, -51, -47, -50, -46]
[-480.0, 0.0, -59, -61, -50, -48, -49, -48]
[-480.0, 0.0, -57, -60, -50, -47, -50, -47]
[-480.0, 0.0, -58, -60, -47, -45, -49, -46]
[-480.0, 0.0, -58, -63, -51, -46, -49, -45]
[-480.0, 0.0, -58, -63, -51, -47, -50, -48]
[-480.0, 0.0, -58, -63, -51, -46, -50, -48]
[-480.0, 0.0, -58, -63, -51, -48, -49, -48]
[-480.0, 0.0, -59, -63, -52, -49, -49, -50]
[-480.0, 0.0, -58, -65, -52, -46, -49, -50]
[-480.0, 0.0, -57, -63, -50, -47, -48, -50]
[-480.0, 0.0, -65, -65, -53, -61, -50, -49]
[-480.0, 0.0, -69, -65, -59, -66, -54, -44]
[-480.0, 0.0, -69, -64, -58, -57, -54, -45]
[-480.0, 0.0, -67, -60, -57, -59, -66, -49]
[-480.0, 0.0, -67, -60, -58, -57, -64, -49]
[-480.0, 0.0, -66, -65, -58, -57, -64, -49]
[-480.0, 0.0, -65, -61, -59, -57, -64, -49]
[-480.0, 0.0, -65, -62, -57, -59, -64, -48]
[-480.0, 0.0, -65, -65, -56, -58, -64, -47]
[-480.0, 0.0, -64, -61, -56, -61, -66, -46]
[-480.0, 0.0, -66, -63, -55, -64, -59, -45]
[-480.0, 0.0, -67, -59, -55, -60, -54, -47]
[-480.0, 0.0, -67, -60, -56, -65, -51, -46]
[-480.0, 0.0, -74, -58, -55, -63, -51, -48]
[-480.0, 0.0, -72, -58, -56, -60, -51, -48]
[-480.0, 0.0, -73, -59, -56, -65, -51, -48]
[-480.0, 0.0, -66, -59, -56, -62, -55, -46]
[-480.0, 0.0, -66, -58, -56, -58, -54, -47]
[-480.0, 0.0, -68, -58, -55, -64, -53, -48]
[-480.0, 0.0, -67, -59, -55, -64, -50, -47]
[-480.0, 0.0, -69, -58, -55, -63, -52, -47]
[-480.0, 0.0, -71, -58, -55, -59, -52, -47]
[-480.0, 0.0, -70, -59, -55, -60, -52, -48]
[-480.0, 0.0, -70, -59, -56, -61, -52, -47]
[-480.0, 0.0, -70, -59, -56, -58, -51, -47]
[-480.0, 0.0, -71, -57, -55, -44, -55, -40]
[-480.0, 0.0, -70, -56, -53, -45, -54, -39]
[-480.0, 0.0, -68, -60, -54, -45, -56, -41]
[-480.0, 0.0, -68, -57, -51, -44, -56, -40]
[-480.0, 0.0, -69, -57, -50, -45, -55, -41]
[-480.0, 0.0, -69, -57, -51, -45, -59, -43]
[-480.0, 0.0, -57, -54, -53, -44, -65, -48]
[-480.0, 0.0, -58, -55, -53, -43, -65, -51]
[-480.0, 0.0, -60, -55, -54, -44, -61, -53]
[-480.0, 0.0, -58, -55, -52, -44, -66, -51]
[-480.0, 0.0, -57, -53, -53, -46, -66, -48]
[-480.0, 0.0, -58, -54, -52, -45, -63, -47]
[-480.0, 0.0, -61, -53, -54, -45, -63, -46]
[-480.0, 0.0, -65, -52, -54, -43, -57, -42]
[-480.0, 0.0, -65, -57, -54, -45, -54, -42]
[-480.0, 0.0, -61, -59, -52, -46, -52, -39]
[-480.0, 0.0, -63, -57, -54, -46, -51, -40]
[-480.0, 0.0, -65, -58, -55, -44, -52, -38]
[-480.0, 0.0, -65, -60, -55, -44, -50, -39]
[-480.0, 0.0, -64, -60, -53, -44, -52, -39]
[-480.0, 0.0, -67, -63, -56, -44, -56, -40]
[-480.0, 0.0, -70, -64, -56, -44, -56, -41]
[-480.0, 0.0, -66, -64, -54, -44, -57, -40]
[-480.0, 0.0, -65, -64, -56, -44, -58, -41]
[-480.0, 0.0, -69, -65, -55, -44, -57, -40]
[-480.0, 0.0, -76, -58, -59, -47, -49, -43]
[-480.0, 0.0, -73, -58, -59, -47, -50, -40]
[-480.0, 0.0, -76, -56, -57, -46, -48, -42]
[-480.0, 0.0, -81, -55, -58, -46, -46, -39]
[-480.0, 0.0, -71, -57, -57, -46, -45, -40]
[-480.0, 0.0, -71, -57, -57, -44, -45, -40]
[-480.0, 0.0, -71, -58, -57, -44, -45, -40]
[-480.0, 0.0, -70, -59, -58, -44, -45, -40]
[-480.0, 0.0, -65, -60, -58, -44, -45, -39]
[-480.0, 0.0, -66, -63, -57, -44, -45, -40]
[-480.0, 0.0, -66, -62, -57, -44, -45, -39]
[-480.0, 0.0, -68, -60, -57, -44, -46, -40]
[-480.0, 0.0, -66, -63, -57, -44, -45, -40]
[-480.0, 0.0, -65, -64, -57, -44, -45, -40]
[-480.0, 0.0, -65, -63, -57, -44, -45, -39]
[-480.0, 0.0, -65, -64, -57, -44, -44, -40]
[-480.0, 0.0, -64, -62, -58, -44, -45, -39]
[-480.0, 0.0, -65, -64, -57, -43, -46, -40]
[-480.0, 0.0, -65, -62, -57, -45, -45, -40]
[-480.0, 0.0, -65, -60, -58, -43, -45, -40]
[-480.0, 0.0, -65, -63, -59, -43, -45, -39]
[-480.0, 0.0, -65, -64, -59, -43, -46, -41]
[-480.0, 0.0, -65, -64, -58, -43, -45, -39]
[-480.0, 0.0, -64, -59, -59, -43, -45, -40]
[-480.0, 0.0, -65, -64, -59, -44, -45, -40]
[-600.0, 0.0, -59, -58, -46, -57, -51, -50]
[-600.0, 0.0, -58, -56, -51, -53, -51, -51]
[-600.0, 0.0, -59, -57, -51, -50, -53, -60]
[-600.0, 0.0, -60, -57, -50, -49, -53, -58]
[-600.0, 0.0, -59, -57, -51, -51, -54, -49]
[-600.0, 0.0, -56, -59, -50, -54, -52, -50]
[-600.0, 0.0, -55, -59, -51, -54, -51, -47]
[-600.0, 0.0, -56, -58, -51, -55, -52, -52]
[-600.0, 0.0, -57, -60, -50, -57, -51, -49]
[-600.0, 0.0, -57, -59, -50, -63, -53, -50]
[-600.0, 0.0, -57, -60, -50, -61, -51, -50]
[-600.0, 0.0, -58, -59, -49, -66, -52, -50]
[-600.0, 0.0, -59, -59, -49, -53, -50, -51]
[-600.0, 0.0, -60, -57, -50, -52, -50, -50]
[-600.0, 0.0, -60, -56, -49, -51, -51, -52]
[-600.0, 0.0, -60, -57, -49, -51, -52, -52]
[-600.0, 0.0, -61, -56, -49, -50, -53, -50]
[-600.0, 0.0, -57, -55, -51, -49, -50, -51]
[-600.0, 0.0, -59, -55, -50, -50, -51, -51]
[-600.0, 0.0, -57, -56, -51, -50, -48, -50]
[-600.0, 0.0, -57, -56, -52, -50, -51, -50]
[-600.0, 0.0, -56, -58, -52, -49, -50, -49]
[-600.0, 0.0, -56, -59, -51, -49, -50, -50]
[-600.0, 0.0, -57, -57, -52, -51, -50, -49]
[-600.0, 0.0, -57, -56, -52, -50, -49, -48]
[-600.0, 0.0, -64, -55, -50, -56, -54, -43]
[-600.0, 0.0, -69, -59, -47, -57, -60, -40]
[-600.0, 0.0, -66, -60, -46, -58, -56, -42]
[-600.0, 0.0, -68, -60, -48, -56, -54, -42]
[-600.0, 0.0, -66, -60, -47, -55, -54, -42]
[-600.0, 0.0, -65, -63, -46, -54, -57, -42]
[-600.0, 0.0, -66, -57, -42, -57, -57, -41]
[-600.0, 0.0, -68, -59, -45, -57, -55, -41]
[-600.0, 0.0, -66, -65, -45, -59, -55, -44]
[-600.0, 0.0, -73, -63, -46, -56, -56, -43]
[-600.0, 0.0, -71, -66, -47, -54, -55, -44]
[-600.0, 0.0, -70, -65, -47, -55, -56, -46]
[-600.0, 0.0, -70, -61, -48, -55, -56, -45]
[-600.0, 0.0, -69, -65, -48, -54, -56, -46]
[-600.0, 0.0, -71, -59, -48, -56, -53, -43]
[-600.0, 0.0, -74, -59, -46, -57, -55, -43]
[-600.0, 0.0, -71, -63, -47, -58, -54, -43]
[-600.0, 0.0, -67, -63, -46, -60, -53, -42]
[-600.0, 0.0, -68, -64, -46, -59, -53, -45]
[-600.0, 0.0, -68, -59, -48, -56, -55, -47]
[-600.0, 0.0, -68, -59, -48, -56, -55, -49]
[-600.0, 0.0, -68, -61, -48, -57, -54, -48]
[-600.0, 0.0, -68, -63, -47, -57, -54, -48]
[-600.0, 0.0, -66, -59, -47, -57, -54, -48]
[-600.0, 0.0, -66, -63, -47, -58, -53, -47]
[-600.0, 0.0, -68, -65, -56, -47, -55, -50]
[-600.0, 0.0, -72, -61, -59, -50, -55, -47]
[-600.0, 0.0, -66, -58, -55, -52, -63, -46]
[-600.0, 0.0, -65, -59, -55, -46, -69, -49]
[-600.0, 0.0, -65, -57, -59, -46, -61, -46]
[-600.0, 0.0, -67, -59, -56, -47, -63, -47]
[-600.0, 0.0, -64, -57, -56, -47, -64, -47]
[-600.0, 0.0, -60, -56, -55, -48, -66, -47]
[-600.0, 0.0, -60, -55, -56, -46, -59, -46]
[-600.0, 0.0, -60, -53, -50, -48, -55, -40]
[-600.0, 0.0, -60, -53, -54, -46, -57, -40]
[-600.0, 0.0, -63, -55, -55, -47, -67, -41]
[-600.0, 0.0, -64, -55, -60, -48, -68, -45]
[-600.0, 0.0, -63, -57, -59, -50, -61, -44]
[-600.0, 0.0, -72, -58, -62, -50, -68, -44]
[-600.0, 0.0, -70, -61, -62, -49, -68, -46]
